Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,Expected goals,Assists,Expected assists,Duels/90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions/90,Defensive duels/90,"Defensive duels won, %",Aerial duels/90,"Aerial duels won, %",Sliding tackles/90,PAdj Sliding tackles,Shots blocked/90,Interceptions/90,PAdj Interceptions,Fouls/90,Yellow cards,Yellow cards/90,Red cards,Red cards/90,Successful attacking actions/90,Goals/90,Non-penalty goals,Non-penalty goals/90,Expected goals/90,Head goals,Head goals/90,Shots,Shots/90,"Shots on target, %","Goal conversion, %",Assists/90,Crosses/90,"Accurate crosses, %",Crosses from left flank/90,"Accurate crosses from left flank, %",Crosses from right flank/90,"Accurate crosses from right flank, %",Crosses to goalie box/90,Dribbles/90,"Successful dribbles, %",Offensive duels/90,"Offensive duels won, %",Touches in box/90,Progressive runs/90,Accelerations/90,Received passes/90,Received long passes/90,Fouls suffered/90,Passes/90,"Accurate passes, %",Forward passes/90,"Accurate forward passes, %",Back passes/90,"Accurate back passes, %",Lateral passes/90,"Accurate lateral passes, %",Short / medium passes/90,"Accurate short / medium passes, %",Long passes/90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Expected assists/90,Shot assists/90,Second assists/90,Third assists/90,Smart passes/90,"Accurate smart passes, %",Key passes/90,Passes to final third/90,"Accurate passes to final third, %",Passes to penalty area/90,"Accurate passes to penalty area, %",Through passes/90,"Accurate through passes, %",Deep completions/90,Deep completed crosses/90,Progressive passes/90,"Accurate progressive passes, %",Conceded goals,Conceded goals/90,Shots against,Shots against/90,Clean sheets,"Save rate, %",Expected goals conceded,Expected goals conceded/90,Prevented goals,Prevented goals/90,Back passes received by GK/90,Exits/90,Aerial duels/90 (GK),Free kicks/90,Direct free kicks/90,"Direct free kicks on target, %",Corners/90,Penalties taken,"Penalty conversion, %"
Matthias Whitmore,Team 58,Team 58,"RWF, LCMF, LW",27,175000,2027-12-31,4,298,0,0.66,0,0.23,12.08,37.5,Sweden,"Sweden, France",right,172,68,yes,2.42,3.32,27.27,1.21,25.0,0.0,0.0,0.0,1.51,2.03,1.81,2,0.6,0,0.0,1.81,0.0,0,0.0,0.2,0,0.0,6,1.81,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,40.0,6.64,45.45,0.6,1.21,0.0,16.91,1.51,2.11,21.44,87.32,2.42,37.5,6.64,100.0,8.46,92.86,19.63,86.15,1.81,100.0,17.22,46.9,0.07,1.81,0.0,0.0,0.0,0.0,0.0,2.42,87.5,0.6,50.0,0.0,0.0,0.0,0.0,2.11,71.43,0,,0,,0,0.0,0.0,0.0,,,0.6,,,1.21,0.3,100.0,1.81,0,0.0
Sebastian Kitteridge,Team 58,Team 58,"RW, RWF, RAMF",22,175000,2026-10-30,10,609,0,0.73,0,0.2,19.51,40.91,Senegal,"Senegal, Italy",right,177,74,yes,5.02,5.02,55.88,0.3,0.0,0.15,0.22,0.15,2.07,3.02,0.44,0,0.0,0,0.0,3.4,0.0,0,0.0,0.11,0,0.0,8,1.18,62.5,0.0,0.0,1.33,33.33,0.0,0.0,1.33,33.33,0.15,5.32,41.67,12.56,35.29,1.63,2.66,0.44,24.38,1.03,1.63,29.85,84.65,5.47,70.27,7.83,96.23,10.05,83.82,27.64,88.24,0.89,50.0,15.73,14.3,0.03,0.59,0.15,0.0,0.0,0.0,0.15,2.07,92.86,1.77,41.67,0.3,0.0,0.74,0.44,3.4,73.91,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.0,0.0,0.0,0.0,0,0.0
Erik Somerset,Team 58,Team 58,"LWB, LB",27,150000,2026-11-30,5,286,0,0.06,0,0.06,16.36,46.15,Turkey,Turkey,left,179,72,yes,5.66,5.98,63.16,4.72,13.33,0.31,0.53,0.0,1.57,2.63,1.26,1,0.31,0,0.0,1.89,0.0,0,0.0,0.02,0,0.0,4,1.26,25.0,0.0,0.0,3.46,18.18,3.46,18.18,0.0,0.0,0.31,1.26,75.0,4.09,53.85,0.31,2.52,0.31,22.03,0.63,1.89,32.73,75.96,10.07,68.75,6.92,95.45,10.07,78.13,27.69,86.36,1.57,20.0,14.24,11.67,0.02,0.31,0.0,0.0,0.0,0.0,0.0,5.03,81.25,3.15,40.0,0.0,0.0,0.63,0.63,4.72,66.67,0,,0,,0,0.0,0.0,0.0,,,0.63,,,0.31,0.0,0.0,0.94,0,0.0
Graham Monroe,Team 58,Team 58,"RCB, LCB",30,250000,2026-10-30,3,159,0,0.0,0,0.0,10.75,73.68,Mexico,Mexico,right,187,75,yes,7.36,4.53,75.0,5.09,77.78,0.0,0.0,0.57,3.96,6.36,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,100.0,0.0,0.57,0.0,37.36,0.0,0.0,48.11,95.29,17.55,90.32,1.7,100.0,23.77,97.62,45.85,98.77,2.26,25.0,19.42,20.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,88.89,0.0,0.0,0.0,0.0,0.0,0.0,3.96,71.43,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.0,0.0,0.0,0.0,0,0.0
Zachary Ellington,Team 58,Team 58,RDMF,30,350000,,1,63,0,0.13,0,0.0,20.0,28.57,France,France,right,180,74,yes,8.57,11.43,37.5,4.29,33.33,0.0,0.0,0.0,4.29,6.92,4.29,0,0.0,0,0.0,1.43,0.0,0,0.0,0.19,0,0.0,1,1.43,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,1.43,0.0,0.0,35.71,0.0,0.0,52.86,97.3,12.86,88.89,5.71,100.0,28.57,100.0,48.57,100.0,4.29,66.67,17.98,38.81,0.0,1.43,0.0,0.0,0.0,0.0,0.0,7.14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,100.0,0,,0,,0,0.0,0.0,0.0,,,1.43,,,0.0,0.0,0.0,0.0,0,0.0
Ethan Winslow,Team 58,Team 58,"LCMF, RCMF, RDMF",21,200000,,6,280,0,0.05,0,0.0,18.0,46.43,Iceland,"Iceland, Spain",right,182,73,yes,3.54,4.82,53.33,2.57,25.0,0.32,0.42,0.0,0.64,0.85,0.96,2,0.64,0,0.0,0.32,0.0,0,0.0,0.02,0,0.0,3,0.96,33.33,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.0,0.0,1.29,0.0,8.36,50.0,0.96,0.0,0.0,16.71,0.32,4.18,25.39,79.75,7.71,62.5,5.79,88.89,7.39,91.3,22.18,85.51,3.21,40.0,18.22,26.39,0.0,0.0,0.32,0.0,0.0,0.0,0.0,4.5,78.57,0.32,0.0,0.32,100.0,0.0,0.0,3.86,75.0,0,,0,,0,0.0,0.0,0.0,,,0.64,,,0.0,0.0,0.0,0.0,0,0.0
Alastair Hayward,Team 58,Team 58,"LCB, CB",36,200000,2026-11-30,3,117,0,0.26,0,0.0,3.08,50.0,Greece,Greece,left,188,96,yes,2.31,0.77,0.0,0.77,100.0,0.0,0.0,0.0,2.31,4.09,0.77,0,0.0,0,0.0,0.0,0.0,0,0.0,0.2,0,0.0,2,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,100.0,0.77,4.62,0.0,51.54,0.0,0.77,70.0,91.21,28.46,83.78,0.77,0.0,36.15,97.87,60.0,93.59,10.0,76.92,21.7,40.72,0.0,0.77,0.0,0.0,0.0,0.0,0.0,11.54,93.33,0.0,0.0,0.0,0.0,0.0,0.0,14.62,84.21,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.77,0.77,0.0,0.0,0,0.0
Oscar Clairmont,Team 58,Team 58,"RWF, RW, RAMF",20,150000,,3,83,0,0.0,0,0.04,16.27,33.33,Nigeria,"Nigeria, Italy",right,178,75,yes,5.42,4.34,50.0,1.08,0.0,0.0,0.0,1.08,3.25,6.43,0.0,0,0.0,0,0.0,3.25,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.17,50.0,0.0,0.0,2.17,50.0,0.0,4.34,50.0,10.84,30.0,1.08,1.08,0.0,24.94,2.17,1.08,28.19,76.92,6.51,66.67,4.34,75.0,10.84,90.0,26.02,79.17,0.0,0.0,21.93,0.0,0.05,2.17,0.0,0.0,0.0,0.0,0.0,4.34,100.0,2.17,100.0,0.0,0.0,1.08,1.08,6.51,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.08,0,0.0
Gabriel Thorpe,Team 58,Team 58,"LWF, LW, LAMF",28,150000,2027-10-23,14,813,1,0.28,0,0.1,22.36,38.12,Slovenia,Slovenia,right,177,78,yes,3.76,4.65,57.14,1.33,8.33,0.0,0.0,0.11,1.11,1.5,0.89,2,0.22,0,0.0,2.66,0.11,1,0.11,0.03,0,0.0,5,0.55,80.0,20.0,0.0,1.0,11.11,0.77,14.29,0.22,0.0,0.22,5.09,41.3,14.06,36.22,1.22,1.88,0.33,7.97,1.22,3.87,9.52,67.44,1.99,55.56,2.55,91.3,2.1,63.16,8.08,76.71,0.55,40.0,18.79,11.81,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.66,66.67,0.55,0.0,0.11,0.0,0.11,0.0,1.33,33.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Oscar Fairfax,Team 58,Team 58,"RCMF, AMF",23,150000,2026-11-05,8,361,0,0.02,0,0.02,11.97,52.08,Norway,Norway,right,177,74,yes,7.48,5.48,54.55,1.5,16.67,1.0,1.43,0.25,3.49,5.0,1.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,2,0.5,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.0,3.24,53.85,0.25,0.5,0.25,20.94,1.0,1.0,32.66,74.81,9.22,43.24,7.48,100.0,10.97,88.64,28.42,82.46,3.24,30.77,20.12,25.39,0.0,0.25,0.0,0.0,0.25,0.0,0.0,3.24,61.54,1.25,0.0,0.75,33.33,0.0,0.25,4.24,35.29,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Milo Somerset,Team 58,Team 58,"LDMF, LWF",23,150000,,2,136,0,0.07,0,0.34,17.87,37.04,South Korea,"South Korea, Germany",right,179,78,yes,4.63,4.63,42.86,3.97,33.33,0.0,0.0,0.0,2.65,3.43,1.32,0,0.0,0,0.0,3.31,0.0,0,0.0,0.05,0,0.0,3,1.99,33.33,0.0,0.0,3.31,60.0,0.66,0.0,2.65,75.0,1.32,0.66,100.0,9.26,35.71,1.99,3.31,1.32,15.22,1.99,0.66,22.5,58.82,7.28,27.27,3.97,66.67,4.63,71.43,18.53,57.14,0.66,100.0,13.74,22.26,0.22,1.32,0.0,0.0,0.0,0.0,0.0,3.31,40.0,3.97,66.67,0.0,0.0,1.32,1.99,6.62,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Damian Halloway,Team 58,Team 58,LCB,26,250000,2026-11-30,6,590,0,0.13,0,0.0,10.07,62.12,Germany,Germany,left,188,70,yes,5.95,2.59,70.59,4.27,60.71,0.31,0.41,0.61,3.81,5.17,0.15,0,0.0,0,0.0,0.76,0.0,0,0.0,0.02,0,0.0,3,0.46,0.0,0.0,0.0,0.31,50.0,0.31,50.0,0.0,0.0,0.0,0.92,66.67,1.22,75.0,0.46,1.07,0.0,37.07,0.46,0.76,52.17,89.47,19.98,80.92,1.68,100.0,24.41,94.38,45.76,94.67,6.25,53.66,21.65,43.38,0.0,0.15,0.0,0.0,0.0,0.0,0.15,7.93,69.23,0.76,20.0,0.0,0.0,0.15,0.0,9.92,72.31,0,,0,,0,0.0,0.0,0.0,,,0.15,,,0.0,0.0,0.0,0.0,0,0.0
Caleb Hayward,Team 58,Team 58,"RW, RAMF, LWF",30,200000,2026-10-30,10,402,0,1.0,1,0.13,16.79,46.67,Italy,Italy,right,170,68,yes,8.73,5.6,72.0,2.46,9.09,0.22,0.31,0.45,4.48,6.25,1.34,2,0.45,0,0.0,1.57,0.0,0,0.0,0.22,0,0.0,10,2.24,30.0,0.0,0.22,1.57,0.0,0.67,0.0,0.9,0.0,0.0,2.24,40.0,6.94,41.94,2.46,1.79,0.22,12.76,2.24,2.91,20.15,70.0,4.03,66.67,6.27,89.29,6.49,51.72,17.69,78.48,0.9,25.0,15.21,8.8,0.03,0.45,0.0,0.0,0.0,0.0,0.22,1.79,62.5,2.01,11.11,0.22,0.0,0.45,0.45,2.01,44.44,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Callum Dunmore,Team 58,Team 58,"LCB, RCB",25,125000,2027-10-23,11,1001,0,0.22,0,0.0,14.48,62.73,Japan,Japan,left,187,82,yes,8.0,5.39,68.33,5.57,66.13,0.09,0.12,0.81,4.23,5.83,0.99,3,0.27,0,0.0,0.18,0.0,0,0.0,0.02,0,0.0,4,0.36,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.63,28.57,1.62,38.89,0.45,1.26,0.09,26.34,0.18,0.45,37.94,86.73,13.4,73.15,2.34,92.31,18.88,96.67,33.27,91.89,4.68,50.0,20.71,34.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,67.35,0.45,40.0,0.27,0.0,0.18,0.0,6.2,63.77,0,,0,,0,0.0,0.0,0.0,,,1.35,,,0.0,0.0,0.0,0.0,0,0.0
Leo Ellwood,Team 58,Team 58,"RAMF, LAMF, RWF",24,150000,2027-02-28,2,114,0,0.0,1,0.21,19.74,32.0,Argentina,Argentina,right,177,70,yes,3.16,7.11,33.33,2.37,33.33,0.0,0.0,0.0,0.79,1.25,0.79,0,0.0,0,0.0,0.79,0.0,0,0.0,0.0,0,0.0,1,0.79,0.0,0.0,0.79,1.58,0.0,0.79,0.0,0.79,0.0,0.0,0.79,100.0,10.26,30.77,0.0,0.79,0.0,13.42,1.58,1.58,28.42,77.78,4.74,83.33,6.32,100.0,10.26,76.92,25.26,84.38,1.58,50.0,21.07,32.35,0.17,1.58,0.0,0.0,0.0,0.0,0.79,3.16,25.0,2.37,66.67,0.0,0.0,1.58,0.0,3.95,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Liam Ellwood,Team 58,Team 58,GK,27,125000,2026-11-30,14,1396,0,0.0,0,0.0,0.64,70.0,Colombia,Colombia,right,192,84,yes,1.61,0.19,33.33,0.26,100.0,0.0,0.0,0.0,1.55,2.14,0.0,1,0.06,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,100.0,0.0,0.0,0.0,7.48,0.39,0.19,14.63,83.26,6.77,68.57,0.0,0.0,6.83,98.11,10.19,98.1,4.26,51.52,30.5,51.47,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.61,48.0,0.13,0.0,0.39,16.67,0.0,0.0,3.29,64.71,19,1.22,77,4.96,5,75.32,18.97,1.22,-0.03,-0.002,0.0,1.55,0.26,,,,0.0,0,0.0
Anton Pendleton,Team 58,Team 58,"DMF, RCMF, LCMF",26,175000,2027-11-30,13,1194,0,0.34,0,0.32,17.56,55.36,Wales,Wales,right,186,77,yes,8.44,7.31,65.98,4.37,44.83,0.23,0.31,0.15,3.39,4.72,2.11,6,0.45,0,0.0,1.28,0.0,0,0.0,0.03,0,0.0,14,1.06,21.43,0.0,0.0,0.68,11.11,0.15,0.0,0.53,14.29,0.08,1.43,63.16,3.84,50.98,0.3,0.9,0.08,27.06,0.23,0.75,40.03,82.67,12.66,72.02,5.35,91.55,17.34,87.83,35.5,87.47,4.07,48.15,19.92,33.94,0.02,0.45,0.0,0.0,0.15,50.0,0.0,5.8,77.92,0.9,41.67,0.6,50.0,0.38,0.08,7.54,66.0,0,,0,,0,0.0,0.0,0.0,,,0.75,,,0.15,0.15,0.0,0.0,0,0.0
Ethan Vanderveer,Team 58,Team 58,"RCB, RCMF, DMF",40,125000,2026-11-20,10,595,1,0.29,0,0.03,12.86,54.12,Netherlands,Netherlands,right,179,67,yes,6.2,6.05,57.5,3.93,53.85,0.15,0.23,0.0,2.57,3.83,1.97,2,0.3,1,0.15,0.61,0.15,1,0.15,0.04,0,0.0,8,1.21,37.5,12.5,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.3,50.0,1.66,36.36,0.61,0.91,0.0,26.17,0.0,0.61,39.03,84.88,14.07,69.89,3.33,100.0,17.55,95.69,33.58,90.09,5.29,54.29,20.6,34.77,0.0,0.76,0.0,0.0,0.0,0.0,0.0,5.9,66.67,1.51,40.0,0.45,33.33,0.61,0.0,6.66,77.27,0,,0,,0,0.0,0.0,0.0,,,0.61,,,0.0,0.0,0.0,0.0,0,0.0
Tobias Zimmerman,Team 58,Team 58,RB,38,125000,2026-08-30,5,252,0,0.08,0,0.08,12.5,51.43,Morocco,"Morocco, Portugal",right,177,78,yes,5.36,3.21,77.78,1.79,20.0,0.0,0.0,0.0,2.86,4.36,0.0,0,0.0,0,0.0,1.07,0.0,0,0.0,0.03,0,0.0,2,0.71,0.0,0.0,0.0,2.14,33.33,0.0,0.0,2.14,33.33,0.36,1.43,25.0,5.0,57.14,0.36,1.79,0.0,29.29,1.43,1.79,38.57,85.19,12.14,76.47,7.86,95.45,13.21,86.49,33.93,93.68,2.5,14.29,18.42,19.29,0.03,0.36,0.0,0.0,0.0,0.0,0.0,4.29,75.0,2.5,42.86,0.0,0.0,0.36,0.71,5.71,81.25,0,,0,,0,0.0,0.0,0.0,,,0.71,,,0.0,0.0,0.0,0.36,0,0.0
Roman Norwood,Team 58,Team 58,"RB, RWB",32,150000,2026-10-31,12,1114,1,0.19,1,1.02,13.33,47.27,Finland,"Finland, Spain",right,184,80,yes,7.59,5.49,63.24,1.78,63.64,0.32,0.44,0.32,3.8,5.2,0.73,0,0.0,0,0.0,1.29,0.08,1,0.08,0.02,0,0.0,8,0.65,25.0,12.5,0.08,2.18,29.63,0.08,0.0,2.1,30.77,0.08,0.81,60.0,4.69,31.03,0.32,3.47,0.57,24.88,1.37,0.89,33.53,78.07,14.46,75.98,3.72,95.65,11.15,76.09,26.82,85.84,4.52,55.36,21.0,36.6,0.08,1.62,0.0,0.0,0.0,0.0,0.16,4.93,75.41,2.59,46.88,0.08,0.0,0.32,0.65,8.64,75.7,0,,0,,0,0.0,0.0,0.0,,,0.32,,,2.1,0.32,25.0,2.5,0,0.0
Milo Dunmore,Team 58,Team 58,CF,31,175000,2026-11-30,10,841,3,1.66,0,0.18,26.97,42.46,Sweden,Sweden,right,184,79,yes,2.14,2.46,39.13,8.67,39.51,0.0,0.0,0.21,1.18,1.65,1.71,1,0.11,0,0.0,2.25,0.32,3,0.32,0.18,1,0.11,17,1.82,41.18,17.647,0.0,0.43,25.0,0.21,0.0,0.21,50.0,0.0,2.57,54.17,12.31,40.87,1.18,0.86,0.21,10.06,2.03,3.96,15.41,71.53,4.17,56.41,5.35,86.0,2.78,61.54,14.34,75.37,0.75,14.29,15.08,11.33,0.02,0.43,0.11,0.0,0.11,0.0,0.32,1.61,60.0,1.07,40.0,0.11,0.0,0.21,0.11,1.82,64.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Christian Huntington,Team 58,Team 58,"LCMF, CF",27,150000,2026-10-30,11,542,1,0.48,0,0.43,11.13,38.81,England,England,right,181,72,yes,3.99,2.66,43.75,2.49,26.67,0.0,0.0,0.5,2.82,4.02,1.33,1,0.17,0,0.0,1.99,0.17,1,0.17,0.08,0,0.0,12,1.99,33.33,8.333,0.0,0.5,0.0,0.33,0.0,0.17,0.0,0.17,2.32,57.14,5.48,42.42,0.33,0.66,0.0,16.44,0.33,1.49,20.59,75.81,5.81,71.43,4.32,92.31,5.48,75.76,18.93,78.07,1.16,71.43,17.82,14.5,0.07,0.5,0.0,0.0,0.0,0.0,0.0,2.99,83.33,1.0,50.0,0.17,100.0,0.33,0.0,2.49,86.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.99,0.83,60.0,1.66,0,0.0
Owen Fairfax,Team 58,Team 58,CF,36,150000,2026-12-31,7,431,0,0.34,0,0.04,20.05,34.38,Portugal,Portugal,right,184,85,yes,2.71,3.76,38.89,6.06,24.14,0.21,0.32,0.0,1.04,1.6,2.3,0,0.0,0,0.0,1.46,0.0,0,0.0,0.07,0,0.0,4,0.84,25.0,0.0,0.0,0.21,100.0,0.0,0.0,0.0,0.0,0.0,1.25,83.33,7.31,42.86,1.25,0.21,0.21,5.64,0.63,2.51,8.56,80.49,1.67,50.0,2.3,90.91,2.51,100.0,8.35,80.0,0.0,0.0,14.4,0.0,0.01,0.63,0.0,0.0,0.0,0.0,0.0,0.63,66.67,0.42,0.0,0.0,0.0,0.21,0.0,0.42,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Theo Sinclair,Team 41,Team 41,RDMF,32,50000,2026-10-30,5,240,0,0.0,0,0.0,11.25,60.0,Romania,Romania,right,176,70,yes,6.38,7.5,60.0,2.63,57.14,0.38,0.57,0.38,1.5,2.26,2.25,1,0.38,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,0.38,0.38,19.88,83.02,4.88,61.54,3.75,100.0,7.13,84.21,19.5,82.69,0.38,100.0,13.7,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,66.67,0.38,0.0,0.0,0.0,0.0,0.0,2.63,57.14,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.0,0.0,0.0,0.0,0,0.0
Rowan Mercer,Team 41,Team 41,LCB,30,75000,,9,857,0,0.17,0,0.09,12.18,61.21,United States,United States,right,187,78,yes,6.62,3.99,73.68,5.36,58.82,0.21,0.32,0.63,3.47,5.24,0.95,2,0.21,0,0.0,0.42,0.0,0,0.0,0.02,0,0.0,5,0.53,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,100.0,2.0,47.37,0.53,0.53,0.0,24.05,0.84,0.53,36.97,81.82,18.9,70.56,1.26,100.0,14.39,95.62,29.09,90.25,7.88,50.67,24.32,41.94,0.01,0.32,0.0,0.0,0.0,0.0,0.0,6.09,56.9,0.74,28.57,0.21,50.0,0.21,0.0,9.35,74.16,0,,0,,0,0.0,0.0,0.0,,,1.05,,,0.0,0.0,0.0,0.0,0,0.0
Tristan Vanderveer,Team 41,Team 41,"RW, CF",38,125000,,6,224,0,0.37,1,0.18,21.7,44.44,Denmark,Denmark,left,165,62,yes,1.61,1.61,75.0,2.01,20.0,0.0,0.0,0.0,0.4,0.86,0.4,1,0.4,0,0.0,7.23,0.0,0,0.0,0.15,0,0.0,5,2.01,40.0,0.0,0.4,4.42,18.18,0.0,0.0,4.42,18.18,0.4,9.24,60.87,16.88,45.24,7.63,6.03,0.8,22.1,4.42,2.81,26.52,71.21,1.21,66.67,6.83,94.12,11.65,58.62,22.1,81.82,0.8,0.0,17.89,17.02,0.07,1.61,0.0,0.0,0.0,0.0,0.4,1.21,33.33,3.21,37.5,0.0,0.0,1.21,0.8,2.01,100.0,0,,0,,0,0.0,0.0,0.0,,,0.4,,,0.0,0.0,0.0,0.4,0,0.0
Lars Radcliffe,Team 41,Team 41,"RB, RW",27,100000,2026-10-30,9,762,0,0.03,0,0.21,16.65,46.81,England,"England, France",right,176,74,yes,7.44,6.73,56.14,4.37,40.54,0.35,0.55,0.24,3.31,5.12,2.13,3,0.35,0,0.0,1.77,0.0,0,0.0,0.0,0,0.0,4,0.47,0.0,0.0,0.0,2.6,40.91,0.12,0.0,2.48,42.86,0.12,1.77,40.0,3.9,36.36,0.35,1.54,0.12,22.68,1.65,0.94,30.71,80.0,9.92,78.57,5.55,97.87,9.8,80.72,25.75,88.99,2.72,30.43,19.74,33.41,0.02,0.24,0.0,0.0,0.0,0.0,0.24,5.67,75.0,1.89,31.25,0.0,0.0,0.0,0.71,6.5,74.55,0,,0,,0,0.0,0.0,0.0,,,0.35,,,0.0,0.0,0.0,0.0,0,0.0
Ethan Fairchild,Team 41,Team 41,RB,28,75000,2026-10-30,4,246,0,0.07,0,0.01,13.54,59.46,Croatia,Croatia,right,178,75,yes,9.15,5.49,53.33,1.83,80.0,1.1,1.55,0.73,5.12,7.24,0.73,0,0.0,0,0.0,1.83,0.0,0,0.0,0.03,0,0.0,2,0.73,50.0,0.0,0.0,0.73,50.0,0.0,0.0,0.73,50.0,0.0,1.46,75.0,4.39,58.33,0.0,1.1,0.37,14.63,1.83,1.83,21.22,77.59,10.61,68.97,1.1,100.0,5.49,86.67,17.93,81.63,2.56,57.14,20.01,28.03,0.0,0.37,0.0,0.0,0.0,0.0,0.0,4.39,66.67,0.73,50.0,0.0,0.0,0.0,0.37,6.95,78.95,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.0,0.0,0.0,0.0,0,0.0
Casper Ravensdale,Team 41,Team 41,"LW, LAMF, RAMF",25,100000,2026-12-31,7,163,0,0.17,0,0.06,12.7,26.09,Serbia,Serbia,right,180,72,yes,7.18,4.97,55.56,0.55,100.0,0.0,0.0,0.0,4.42,8.28,1.1,0,0.0,0,0.0,0.55,0.0,0,0.0,0.09,0,0.0,5,2.76,0.0,0.0,0.0,2.76,20.0,1.66,33.33,1.1,0.0,0.55,1.66,0.0,6.63,0.0,2.76,2.76,0.55,15.46,2.76,0.0,20.98,71.05,4.42,37.5,3.31,83.33,8.28,80.0,16.56,83.33,1.66,33.33,24.14,13.23,0.03,1.1,0.0,0.0,0.0,0.0,0.0,1.1,50.0,1.1,0.0,0.0,0.0,0.0,0.55,1.1,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
Dara Monroe,Team 41,Team 41,CF,27,75000,,8,193,0,0.01,0,0.0,23.78,17.65,Mexico,"Mexico, Portugal",right,183,79,yes,3.26,5.13,27.27,13.52,13.79,0.93,1.4,0.0,0.93,1.4,2.33,2,0.93,0,0.0,0.47,0.0,0,0.0,0.0,0,0.0,1,0.47,0.0,0.0,0.0,0.47,100.0,0.0,0.0,0.47,100.0,0.0,0.0,0.0,2.33,40.0,2.33,1.4,0.47,11.66,2.8,0.93,15.85,76.47,2.33,60.0,5.6,91.67,3.26,57.14,14.92,75.0,0.47,100.0,11.77,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,50.0,0.93,50.0,0.0,0.0,0.47,0.47,1.87,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
